# Severstal Dataset Split
# Created: 2026-02-24T08:54:26.635457
# Source CSV: train.csv
# Ratios: train=0.7, val=0.15, test=0.15
# Seed: 42
# Total: 6666, Train: 4666, Val: 1000, Test: 1000
#
ImageId,Split,PrimaryClass
0002cc93b.jpg,train,1
0007a71bf.jpg,train,3
002af848d.jpg,train,4
002fc4e19.jpg,train,1
0030401a5.jpg,train,4
0046839bd.jpg,train,3
005d86c25.jpg,train,3
005f02e20.jpg,train,3
005f19695.jpg,train,3
0088260da.jpg,train,3
008d0f87b.jpg,train,3
008ef3d74.jpg,train,1
00bc01bfe.jpg,train,1
00c88fed0.jpg,train,1
00cdb56a0.jpg,train,3
00e0398ad.jpg,train,3
00ec97699.jpg,train,3
00f6e702c.jpg,train,3
01053d28f.jpg,train,1
010db68d1.jpg,train,1
012a9a4c7.jpg,train,1
012d29df4.jpg,train,3
012f26693.jpg,train,3
0148e9891.jpg,train,3
014ebe543.jpg,train,3
01540cab1.jpg,train,3
01661826d.jpg,train,1
0167a740e.jpg,train,1
016af13d0.jpg,train,3
016efe618.jpg,train,4
017c828a1.jpg,train,1
018ccdfed.jpg,train,4
019f42c2a.jpg,train,3
01a1027ce.jpg,train,3
01afbfa7a.jpg,train,4
01b043500.jpg,train,3
01b492dd6.jpg,train,3
01c3ef286.jpg,train,3
01cf446d4.jpg,train,3
01ebe0d32.jpg,train,3
01fd50e68.jpg,train,3
02431211b.jpg,train,3
025cb9f6e.jpg,train,3
025dc8dc8.jpg,train,3
026183d85.jpg,train,2
0281aba7b.jpg,train,3
028eb44d1.jpg,train,3
028ed7768.jpg,train,3
0294f23c0.jpg,train,3
02b906933.jpg,train,3
02bf279c9.jpg,train,3
02c4655ff.jpg,train,1
02d8c6b30.jpg,train,3
031627893.jpg,train,3
031f334ec.jpg,train,3
0340e13c4.jpg,train,3
03461f8e0.jpg,train,3
035021da2.jpg,train,3
0360edfb8.jpg,train,3
036c4e5d2.jpg,train,1
036c7d18c.jpg,train,3
037fca267.jpg,train,3
03860f6a9.jpg,train,3
0391d44d6.jpg,train,3
039577d49.jpg,train,3
03ab4e3ea.jpg,train,3
03ca4d04c.jpg,train,3
03da79fda.jpg,train,1
03db6bbc3.jpg,train,3
04055fd3e.jpg,train,3
0405e7c54.jpg,train,2
041187764.jpg,train,3
041a93b6d.jpg,train,3
04246167f.jpg,train,3
0429258ad.jpg,train,1
04594d04e.jpg,train,3
046282f58.jpg,train,3
046c35525.jpg,train,1
047fa15d0.jpg,train,3
048d14d3f.jpg,train,3
0498abd18.jpg,train,3
049bad998.jpg,train,3
04a06d744.jpg,train,3
04ae7853c.jpg,train,3
04c3aade7.jpg,train,4
04fa19d59.jpg,train,4
05184e71b.jpg,train,3
051f0d825.jpg,train,3
0526d780c.jpg,train,3
052ac9a54.jpg,train,3
0534f1b45.jpg,train,3
05396b495.jpg,train,3
053e9a29c.jpg,train,3
054190eb2.jpg,train,3
05747b10b.jpg,train,2
0576d3847.jpg,train,3
057b89dd5.jpg,train,3
0582ac66c.jpg,train,4
058a1e3b8.jpg,train,3
059000a4f.jpg,train,1
059327fe3.jpg,train,3
05f5e7366.jpg,train,3
0602f0520.jpg,train,3
0603c2340.jpg,train,1
0606395c5.jpg,train,3
060c3159e.jpg,train,2
062167783.jpg,train,3
063571c5c.jpg,train,3
0645d69f9.jpg,train,3
066ecd182.jpg,train,3
06713b712.jpg,train,3
068587112.jpg,train,3
06a01c775.jpg,train,1
06ae96c30.jpg,train,3
06b384e78.jpg,train,3
06b49e34f.jpg,train,3
06d0fbb0c.jpg,train,3
06d3a99cb.jpg,train,3
06e6582af.jpg,train,3
0728b2ac9.jpg,train,1
0739e9688.jpg,train,3
07732248e.jpg,train,3
077f0256d.jpg,train,1
07a5651ce.jpg,train,3
07b1a9644.jpg,train,3
07b627cb9.jpg,train,3
07ba16aba.jpg,train,3
07ba66beb.jpg,train,1
07c3d6d77.jpg,train,2
07c8ba1d5.jpg,train,3
07c8c77a3.jpg,train,3
07cb6d544.jpg,train,3
07cbfd1f8.jpg,train,3
07cd0a3e9.jpg,train,3
0803acf1f.jpg,train,3
080d6f77f.jpg,train,3
0829af407.jpg,train,1
0832de752.jpg,train,1
0842fa725.jpg,train,2
0849ea9f1.jpg,train,3
084e8ba74.jpg,train,3
0858830b6.jpg,train,3
085a9eea6.jpg,train,3
08605c0eb.jpg,train,3
08808b1a2.jpg,train,1
08852b69d.jpg,train,3
0888e6a84.jpg,train,3
088a6bb94.jpg,train,3
08a8ed239.jpg,train,1
08b10468d.jpg,train,4
08b40a161.jpg,train,3
08b539d11.jpg,train,3
08c2fc120.jpg,train,3
08d5bd03d.jpg,train,3
08f0b26ac.jpg,train,3
08f5c0997.jpg,train,3
0905fe055.jpg,train,1
090a6a4b5.jpg,train,3
09140dda7.jpg,train,3
091d21109.jpg,train,3
092614afe.jpg,train,4
092f8d365.jpg,train,3
09323504a.jpg,train,3
0934b8bff.jpg,train,1
093ec1c68.jpg,train,3
094fd70ea.jpg,train,3
09552b326.jpg,train,3
096465b41.jpg,train,3
0970201e2.jpg,train,3
09757b84e.jpg,train,3
097e28492.jpg,train,3
0984c380f.jpg,train,3
0986996f0.jpg,train,3
0988e13e7.jpg,train,3
0999e53af.jpg,train,1
09b26a624.jpg,train,3
09b428fe0.jpg,train,1
09c967630.jpg,train,3
09d70d8f0.jpg,train,3
09d7dba1b.jpg,train,3
09d84ff22.jpg,train,3
09d87038e.jpg,train,3
09e06e897.jpg,train,3
09e15218c.jpg,train,3
09e75817a.jpg,train,3
09e9c96fd.jpg,train,3
09ee01161.jpg,train,3
0a21ce787.jpg,train,3
0a26aceb2.jpg,train,3
0a405b396.jpg,train,3
0a5cff3a7.jpg,train,3
0a8306bfe.jpg,train,3
0a8cb8ddf.jpg,train,1
0a9a7a6c7.jpg,train,3
0a9aaba9a.jpg,train,3
0aa7955fd.jpg,train,3
0aafd7471.jpg,train,1
0abfbfc69.jpg,train,3
0ac9936af.jpg,train,3
0aceecf0a.jpg,train,3
0adc17f1d.jpg,train,4
0b1235e38.jpg,train,3
0b1a4d585.jpg,train,1
0b1e5a7a5.jpg,train,2
0b4a68676.jpg,train,3
0b4c8e681.jpg,train,2
0b5018316.jpg,train,2
0b5051d9f.jpg,train,3
0b5c97e4c.jpg,train,3
0b6cc9daa.jpg,train,3
0b76bcd3a.jpg,train,3
0b77d4ddf.jpg,train,3
0b7a4c9b9.jpg,train,3
0b8575001.jpg,train,3
0b8775632.jpg,train,3
0bb304645.jpg,train,1
0bb39cafa.jpg,train,3
0bbd121d7.jpg,train,3
0bc0d715e.jpg,train,3
0bc373e44.jpg,train,1
0bc3f8ce8.jpg,train,3
0bd6da716.jpg,train,1
0bda9a0eb.jpg,train,3
0be9bad7b.jpg,train,3
0bfce2f41.jpg,train,3
0c2522533.jpg,train,3
0c495b1c8.jpg,train,3
0c5c5644b.jpg,train,3
0c6720401.jpg,train,2
0c9ae816d.jpg,train,3
0cb3064bd.jpg,train,3
0cb590f8e.jpg,train,1
0cd22bad5.jpg,train,3
0ce18d9e2.jpg,train,3
0ce3a145f.jpg,train,3
0ce5ead68.jpg,train,3
0cefc1f4f.jpg,train,3
0cf509103.jpg,train,1
0cfcad1f5.jpg,train,3
0d13c2a23.jpg,train,1
0d17b6b4f.jpg,train,3
0d22c1559.jpg,train,3
0d2a4e766.jpg,train,3
0d365d98c.jpg,train,3
0d3d0dbf2.jpg,train,3
0d3edfec6.jpg,train,3
0d4866e3c.jpg,train,2
0d4eae8de.jpg,train,4
0d51538b9.jpg,train,4
0d661ca68.jpg,train,3
0d78ac743.jpg,train,4
0d7e52a91.jpg,train,3
0d99ab39c.jpg,train,3
0da0d2c17.jpg,train,3
0da1c044f.jpg,train,3
0db448eb7.jpg,train,3
0db7ec4f0.jpg,train,3
0dd76b019.jpg,train,3
0e01b820c.jpg,train,4
0e0377ffa.jpg,train,3
0e0f06208.jpg,train,3
0e106d482.jpg,train,2
0e232ce72.jpg,train,4
0e5981679.jpg,train,3
0e5e3f570.jpg,train,3
0e62d06d5.jpg,train,3
0e7a45695.jpg,train,1
0e9356159.jpg,train,1
0ea00bf92.jpg,train,2
0ea151b2f.jpg,train,3
0ebb34d89.jpg,train,3
0ebdc1277.jpg,train,2
0ec130695.jpg,train,3
0ec47dc45.jpg,train,3
0ec69ca92.jpg,train,3
0ecf31314.jpg,train,3
0ed6dadbd.jpg,train,3
0ee20797b.jpg,train,3
0ee406ddb.jpg,train,3
0f010cc60.jpg,train,1
0f0c71c3e.jpg,train,3
0f1617841.jpg,train,1
0f2f4c90e.jpg,train,3
0f4a022fd.jpg,train,3
0f4bf08bd.jpg,train,1
0f65a99d2.jpg,train,3
0f7b0f4ab.jpg,train,3
0f8305adb.jpg,train,4
0f9a12222.jpg,train,1
0fa3f0dab.jpg,train,3
0fb56c62d.jpg,train,1
0fcafcb3b.jpg,train,3
0fd171923.jpg,train,3
0fd63823c.jpg,train,1
0fe12f041.jpg,train,3
0ff2850a2.jpg,train,3
0ff538004.jpg,train,3
100cf75d9.jpg,train,3
101648543.jpg,train,2
1017c52e8.jpg,train,1
102ac71fd.jpg,train,3
104e612c2.jpg,train,3
105f93d9e.jpg,train,3
108ea689b.jpg,train,3
10909b4bb.jpg,train,3
10972add9.jpg,train,3
10a3cfbce.jpg,train,3
10b23eabe.jpg,train,3
10b6f12f1.jpg,train,3
10bbf7cb3.jpg,train,3
10c05e806.jpg,train,3
10c190f20.jpg,train,3
10e429bfc.jpg,train,3
112942aed.jpg,train,1
112b06482.jpg,train,3
112d183e5.jpg,train,3
114e89e60.jpg,train,3
115c02850.jpg,train,3
1165781f0.jpg,train,3
116d673e3.jpg,train,3
117759a83.jpg,train,3
117ddaa9f.jpg,train,3
1198f83d2.jpg,train,3
11b801a0a.jpg,train,3
11bda65f0.jpg,train,3
11bf761dc.jpg,train,3
11c481d5e.jpg,train,3
11f34f40d.jpg,train,3
11f788ecf.jpg,train,1
121d3818a.jpg,train,3
12234aab8.jpg,train,3
12375dd7a.jpg,train,3
1238340e9.jpg,train,3
123b0882e.jpg,train,1
12471d0d5.jpg,train,1
1259fbac8.jpg,train,3
12627251e.jpg,train,3
127504e0f.jpg,train,3
127a4a097.jpg,train,3
1287339e5.jpg,train,3
1287c7c74.jpg,train,3
128b708e5.jpg,train,1
12c0b2b5c.jpg,train,3
12ee58841.jpg,train,3
1308a608d.jpg,train,1
130e11be6.jpg,train,3
13169e4cf.jpg,train,3
132511b8b.jpg,train,4
132e8ca58.jpg,train,3
135a4b191.jpg,train,3
135be73db.jpg,train,3
1379aba8d.jpg,train,3
1396b6e88.jpg,train,3
13ab7b13e.jpg,train,3
13b66e5de.jpg,train,4
13c1d516a.jpg,train,3
13c27aa5b.jpg,train,3
13c9921d2.jpg,train,3
13ca110ae.jpg,train,1
13fa1d70d.jpg,train,3
140e59cff.jpg,train,1
141bea747.jpg,train,4
141d72a3f.jpg,train,3
1422f2b27.jpg,train,3
14457e888.jpg,train,1
1473a83e2.jpg,train,3
1483bc52d.jpg,train,3
14a77cc6f.jpg,train,3
14cc1c6b0.jpg,train,4
14e90eb54.jpg,train,3
14ff2a474.jpg,train,3
150cadc70.jpg,train,3
1511d97da.jpg,train,3
1513b40a0.jpg,train,3
154e7e802.jpg,train,1
15547c309.jpg,train,3
156a74a49.jpg,train,2
1574cc730.jpg,train,3
157f361ec.jpg,train,3
15aeb5d52.jpg,train,3
15d258692.jpg,train,3
15d8b6f02.jpg,train,3
15e21dfad.jpg,train,3
15e512a0f.jpg,train,3
15ece0447.jpg,train,3
15f14781f.jpg,train,3
15f8fd390.jpg,train,3
162de780e.jpg,train,3
162fbb1af.jpg,train,3
16371ae14.jpg,train,1
1639cc829.jpg,train,3
163ff3547.jpg,train,2
16498a156.jpg,train,3
1664d4b17.jpg,train,3
166645a0b.jpg,train,3
166fcd035.jpg,train,3
166fff927.jpg,train,3
167ae556b.jpg,train,3
1699951da.jpg,train,1
169baf9bb.jpg,train,3
169bb9923.jpg,train,3
16a1cf5b9.jpg,train,3
16a50624d.jpg,train,4
16aabaf79.jpg,train,1
16acf1ed9.jpg,train,3
16b7dc417.jpg,train,1
16b8b50af.jpg,train,3
16c60441c.jpg,train,3
16cf961d6.jpg,train,1
1717ef156.jpg,train,3
172e692e1.jpg,train,3
17383bd97.jpg,train,1
1740fcd28.jpg,train,3
1755b86e4.jpg,train,3
175c0ee12.jpg,train,3
177a33f57.jpg,train,3
1795867f2.jpg,train,4
179b27647.jpg,train,3
179f00d93.jpg,train,3
17ac2163c.jpg,train,2
17b384c3e.jpg,train,3
17b3f9421.jpg,train,3
17c821b3f.jpg,train,1
17d02873a.jpg,train,3
17eeca349.jpg,train,1
17f01b94d.jpg,train,1
180478e66.jpg,train,3
181454b94.jpg,train,3
1821dcbf1.jpg,train,4
182bce847.jpg,train,1
183383e8d.jpg,train,3
183dbcde4.jpg,train,3
1849f8952.jpg,train,4
18615eacf.jpg,train,3
186534efc.jpg,train,3
1897882a1.jpg,train,3
18aa8af7c.jpg,train,3
18ba753ff.jpg,train,2
18bacf0e3.jpg,train,3
18c141479.jpg,train,3
18f057e52.jpg,train,3
18fc395b4.jpg,train,1
190190a6f.jpg,train,4
19115aedb.jpg,train,3
1917c9f34.jpg,train,3
1919bde53.jpg,train,1
192531334.jpg,train,4
193884988.jpg,train,3
193eeae52.jpg,train,3
194cce1be.jpg,train,1
195a41c2d.jpg,train,3
195c2e0d0.jpg,train,3
19656c148.jpg,train,3
1988d45c4.jpg,train,3
19955420c.jpg,train,3
199dc89de.jpg,train,3
19a352c2f.jpg,train,3
19b4b7cd8.jpg,train,1
19b8972c7.jpg,train,3
19c3a9c48.jpg,train,3
19cf72d91.jpg,train,1
19d5d25a6.jpg,train,3
19e918673.jpg,train,4
19f00abbf.jpg,train,3
1a0f5230a.jpg,train,3
1a17a1f15.jpg,train,3
1a20361c3.jpg,train,3
1a33e152d.jpg,train,1
1a382baf6.jpg,train,4
1a3cb1bfc.jpg,train,4
1a603f8dd.jpg,train,3
1a70268d4.jpg,train,1
1a77fb759.jpg,train,4
1a8440db2.jpg,train,1
1a8eb71da.jpg,train,3
1a9654c65.jpg,train,3
1aa2ba1b5.jpg,train,3
1ab07605b.jpg,train,3
1ab7b5ed2.jpg,train,3
1ac437ea4.jpg,train,3
1ad10c316.jpg,train,1
1ad82d66a.jpg,train,3
1ada6a7ac.jpg,train,3
1ae56dead.jpg,train,1
1ae581a9b.jpg,train,3
1af650ab4.jpg,train,3
1b053c667.jpg,train,3
1b12de419.jpg,train,3
1b5427b35.jpg,train,4
1b6743f6e.jpg,train,3
1b6aefdb7.jpg,train,3
1b7669eb4.jpg,train,3
1b7bec2ba.jpg,train,1
1b88aba1a.jpg,train,1
1b9fb7411.jpg,train,3
1ba01937f.jpg,train,4
1bb1e1055.jpg,train,3
1bd3a1f4c.jpg,train,3
1bdcc6338.jpg,train,3
1be849dd0.jpg,train,3
1be84c6a7.jpg,train,3
1bea66c7a.jpg,train,4
1bed9264f.jpg,train,2
1bf49d46e.jpg,train,3
1bf758d80.jpg,train,3
1c029a278.jpg,train,3
1c0d8bcd0.jpg,train,3
1c19efedd.jpg,train,3
1c1ca0221.jpg,train,2
1c2879d0d.jpg,train,3
1c32b8c83.jpg,train,3
1c3a58b06.jpg,train,3
1c493aed1.jpg,train,3
1c6625114.jpg,train,3
1c75c4ebd.jpg,train,3
1c8802c08.jpg,train,4
1c96b0bbc.jpg,train,2
1ca7f19cf.jpg,train,3
1caea18fc.jpg,train,3
1cb26b10a.jpg,train,3
1cb27ff90.jpg,train,3
1ccb093e6.jpg,train,2
1cdbad7d2.jpg,train,3
1d00226a0.jpg,train,1
1d0521214.jpg,train,3
1d0861206.jpg,train,1
1d32009ed.jpg,train,3
1d34ad26c.jpg,train,1
1d4a5181e.jpg,train,3
1d4d33873.jpg,train,3
1d5ad5541.jpg,train,3
1d5eeb9bd.jpg,train,3
1d5f3ecb8.jpg,train,3
1d694b8dc.jpg,train,3
1d7f89efa.jpg,train,3
1d83b44be.jpg,train,1
1d99e94a9.jpg,train,3
1dac7069c.jpg,train,3
1dba99dc5.jpg,train,3
1dc0e1d12.jpg,train,3
1dc68a7a7.jpg,train,3
1dc8a43ce.jpg,train,3
1dd76fb74.jpg,train,3
1de3fbfda.jpg,train,4
1deada184.jpg,train,1
1def10240.jpg,train,3
1df34bed6.jpg,train,3
1df9eefe5.jpg,train,2
1e01ad32d.jpg,train,4
1e1d1606e.jpg,train,4
1e1f0b7b0.jpg,train,3
1e4aaae3e.jpg,train,3
1e4cf3b70.jpg,train,3
1e4e988cd.jpg,train,3
1e57c8073.jpg,train,3
1e742caeb.jpg,train,3
1e75373b2.jpg,train,1
1e7893a11.jpg,train,3
1e7c529a2.jpg,train,3
1e893e86c.jpg,train,3
1e954c608.jpg,train,3
1e95fc3d7.jpg,train,1
1e963d7f6.jpg,train,3
1e9aec741.jpg,train,3
1ea493a4f.jpg,train,3
1eb697fe5.jpg,train,1
1ec98acac.jpg,train,3
1ecd0214c.jpg,train,3
1ed75107a.jpg,train,3
1ef276277.jpg,train,3
1ef27af60.jpg,train,4
1ef476f3c.jpg,train,3
1efdd626e.jpg,train,1
1efff24a0.jpg,train,3
1f06bd0a5.jpg,train,1
1f117b19e.jpg,train,1
1f1426f32.jpg,train,3
1f3c86c6f.jpg,train,3
1f4161475.jpg,train,1
1f43421a7.jpg,train,3
1f5cd4df7.jpg,train,3
1f6807921.jpg,train,3
1f6915575.jpg,train,3
1f7b64701.jpg,train,1
1f9863963.jpg,train,4
1f9b8e2e6.jpg,train,3
1f9f97b80.jpg,train,3
1fa0c8951.jpg,train,3
1fc012f23.jpg,train,3
1fcecb643.jpg,train,3
1fdef786c.jpg,train,3
1fe327594.jpg,train,3
1feaa8b3f.jpg,train,3
200992bc9.jpg,train,3
200e555b4.jpg,train,4
201560907.jpg,train,3
2019417e0.jpg,train,3
201f7cd69.jpg,train,1
202838a14.jpg,train,4
204949166.jpg,train,1
204bcfc88.jpg,train,1
205685883.jpg,train,1
205e05371.jpg,train,3
20617dd9a.jpg,train,3
206c20ee0.jpg,train,3
207d87ea7.jpg,train,3
20905c068.jpg,train,3
209e34a89.jpg,train,3
20bb27a04.jpg,train,2
20bee9bda.jpg,train,3
20dec6c22.jpg,train,3
20e93e1cb.jpg,train,3
20ed61e3a.jpg,train,3
20edbd1a8.jpg,train,3
2111e4f3f.jpg,train,3
214b9bd1a.jpg,train,3
215dc201f.jpg,train,3
215edd511.jpg,train,2
2176b94a5.jpg,train,3
219621d5d.jpg,train,3
21a0c7160.jpg,train,3
21a5d2ddb.jpg,train,4
21ac40700.jpg,train,2
21b335784.jpg,train,3
21eb1e1aa.jpg,train,3
21ef20784.jpg,train,1
21f157362.jpg,train,3
21f89256c.jpg,train,1
21fb2df8d.jpg,train,1
22031aa8f.jpg,train,3
221f866cc.jpg,train,3
2232e0c11.jpg,train,3
22458f946.jpg,train,1
2247fd7f0.jpg,train,3
2253d7244.jpg,train,3
22553cebc.jpg,train,3
226e7fd6c.jpg,train,3
2276b004c.jpg,train,3
227d0512b.jpg,train,3
22827c51d.jpg,train,3
