image_id,class_id,region_id,roi_bbox,defect_bbox,centroid,area,linearity,solidity,extent,aspect_ratio,defect_subtype,background_type,suitability_score,matching_score,continuity_score,stability_score,recommendation,prompt,roi_image_path,roi_mask_path,hint_path,negative_prompt
d84ad849e.jpg,1,1,"(1412, 89, 1438, 125)","(1412, 89, 1438, 125)","(1424.0433604336044, 105.21409214092141)",738,0.4588226652452625,0.9547218628719276,0.7884615384615384,1.3593465843184362,compact_blob,complex_pattern,0.699233438372612,0.6,0.8740418016910553,0.685104489326477,acceptable,"a solid compact defect spot on complex patterned metal surface with multi-directional texture (normal condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/d84ad849e.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/d84ad849e.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/d84ad849e.jpg_class1_region1_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
e2b3cf9a4.jpg,1,0,"(665, 148, 728, 208)","(665, 148, 728, 208)","(692.7372141372141, 178.63243243243244)",2405,0.270143430179368,0.9438775510204082,0.6362433862433863,1.1705264699537965,compact_blob,horizontal_stripe,0.5718534195423126,0.5,0.5619439959526062,0.7663511037826538,acceptable,"a solid compact defect spot on horizontal striped metal surface with directional texture (standard condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/e2b3cf9a4.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/e2b3cf9a4.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/e2b3cf9a4.jpg_class1_region0_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
8f8a23f39.jpg,1,1,"(1446, 59, 1466, 88)","(1446, 59, 1466, 88)","(1455.45670995671, 71.0909090909091)",462,0.5138815252289174,0.9525773195876288,0.7965517241379311,1.434263468058823,compact_blob,smooth,0.9270701724290848,1.0,0.9216546475887298,0.7528688907623291,suitable,"a solid compact defect spot on smooth metal surface with uniform texture (standard condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/8f8a23f39.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/8f8a23f39.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/8f8a23f39.jpg_class1_region1_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
d1e1bf13e.jpg,1,14,"(1437, 178, 1476, 206)","(1437, 178, 1476, 206)","(1458.2460220318237, 190.84700122399022)",817,0.4747489607077673,0.9511059371362048,0.7481684981684982,1.3798012682694232,compact_blob,textured,0.6441608852148055,0.7,0.6472029507160186,0.5,acceptable,"a solid compact defect spot on textured metal surface with grainy texture, steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/d1e1bf13e.jpg_class1_region14.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/d1e1bf13e.jpg_class1_region14.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/d1e1bf13e.jpg_class1_region14_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
2c113de25.jpg,1,1,"(709, 227, 734, 256)","(709, 227, 734, 256)","(720.38671875, 241.46875)",512,0.5615341829578754,0.9446494464944648,0.7062068965517241,1.5101918749404828,compact_blob,vertical_stripe,0.6658272969722748,0.5,0.894784128665924,0.7369602918624878,acceptable,"a solid compact defect spot on vertical striped metal surface with directional texture (typical condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/2c113de25.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/2c113de25.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/2c113de25.jpg_class1_region1_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
a335fc5cc.jpg,1,0,"(1484, 69, 1497, 98)","(1484, 69, 1497, 98)","(1490.3472222222222, 82.35416666666667)",288,0.7954743176825987,0.9260450160771704,0.7639257294429708,2.21119006764131,general,complex_pattern,0.7529935109615326,0.7,0.8787418961524963,0.6968547105789185,suitable,"a general surface defect on complex patterned metal surface with multi-directional texture (typical condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/a335fc5cc.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/a335fc5cc.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/a335fc5cc.jpg_class1_region0_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
9db16f031.jpg,1,0,"(729, 6, 765, 48)","(729, 6, 765, 48)","(749.3297062023939, 28.545157780195865)",919,0.7019820171913506,0.8339382940108893,0.6078042328042328,1.831802994380375,general,horizontal_stripe,0.7852934318780899,0.7,0.9191168010234833,0.7977919578552246,suitable,"a general surface defect on horizontal striped metal surface with directional texture (typical condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/9db16f031.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/9db16f031.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/9db16f031.jpg_class1_region0_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
123b0882e.jpg,1,1,"(1445, 61, 1501, 232)","(1445, 61, 1501, 232)","(1473.5896939170864, 134.0943432777993)",5162,0.930049558408235,0.8215820467929333,0.5390559732664996,3.780983392201809,general,smooth,0.7615763473510742,0.7,0.8917429208755493,0.7202673554420471,suitable,"a general surface defect on smooth metal surface with uniform texture (typical condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/123b0882e.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/123b0882e.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/123b0882e.jpg_class1_region1_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
2de22f59f.jpg,1,0,"(1352, 205, 1391, 256)","(1352, 205, 1391, 256)","(1366.2366666666667, 233.765)",1200,0.7546396322018222,0.8528784648187633,0.6033182503770739,2.0188209039695626,general,textured,0.6900000008940695,0.7,0.8000000029802322,0.5,acceptable,"a general surface defect on textured metal surface with grainy texture, steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/2de22f59f.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/2de22f59f.jpg_class1_region0.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/2de22f59f.jpg_class1_region0_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
9d57d9095.jpg,1,1,"(176, 0, 196, 72)","(176, 0, 196, 72)","(186.10742496050554, 34.8562401263823)",1266,0.9285481246376834,0.9461883408071748,0.8791666666666667,3.74104716873406,general,vertical_stripe,0.7955817508697509,0.7,0.9258501291275024,0.8391335606575012,suitable,"a general surface defect on vertical striped metal surface with directional texture (pristine condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/9d57d9095.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/9d57d9095.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/9d57d9095.jpg_class1_region1_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
01661826d.jpg,1,1,"(1396, 83, 1450, 169)","(1396, 83, 1450, 169)","(1427.669245647969, 122.41876208897486)",2068,0.7195753579055169,0.6716466385189996,0.4453057708871662,1.8883909605987048,irregular,complex_pattern,0.8554943090677262,1.0,0.7220355689525604,0.69441819190979,suitable,"an irregular defect with complex boundaries on complex patterned metal surface with multi-directional texture (typical condition), steel defect class 1",/content/drive/MyDrive/data/Severstal/roi_patches/images/01661826d.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/roi_patches/masks/01661826d.jpg_class1_region1.png,/content/drive/MyDrive/data/Severstal/controlnet_dataset_v4/hints/01661826d.jpg_class1_region1_hint.png,"blurry, low quality, artifacts, noise, distorted, warped, unrealistic, oversaturated, cartoon, painting, text, watermark, logo"
